Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Education,Curriculum and Instruction, 111,002,"Lucius,Barbara A",28,27,96.4%,3.500,15,2,5,1,,,2,,,,,1,1,,,1
Education,Curriculum and Instruction, 111,003,"Lucius,Barbara A",18,16,88.9%,3.397,7,3,,3,1,,1,1,,,,,2,,,
Education,Curriculum and Instruction, 111,004,"Lucius,Barbara A",11,11,100.0%,3.910,8,3,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 111,Course Total,Course Total,78,75,96.2%,3.581,40,14,7,6,1,,4,1,,,,1,3,,,1
Education,Curriculum and Instruction, 112,001,"Lucius,Barbara A",30,27,90.0%,3.087,10,2,4,3,2,,3,1,,,1,1,1,,,
Education,Curriculum and Instruction, 112,002,"Lucius,Barbara A",28,25,89.3%,3.546,15,1,4,2,,,2,1,,,,,1,,,
Education,Curriculum and Instruction, 112,003,"Lucius,Barbara A",27,27,100.0%,3.309,12,2,2,6,1,,3,,,,1,,,,,
Education,Curriculum and Instruction, 112,004,"Lucius,Barbara A",27,25,92.6%,3.414,12,3,2,4,1,,2,,,1,,,2,,,
Education,Curriculum and Instruction, 112,Course Total,Course Total,112,104,92.9%,3.333,49,8,12,15,4,,10,2,,1,2,1,4,,,
Education,Curriculum and Instruction, 140,001,"Smith,Elizabeth Sarah",28,24,85.7%,3.621,16,1,,2,,,3,,,,,,4,,,2
Education,Curriculum and Instruction, 140,002,"Smith,Elizabeth Sarah",14,13,92.9%,3.283,8,1,,,1,,,2,,1,,,1,,,
Education,Curriculum and Instruction, 140,Course Total,Course Total,42,37,88.1%,3.496,24,2,,2,1,,3,2,,1,,,5,,,2
Education,Curriculum and Instruction, 233,001,"Sonnenberg,Barbara A",28,28,100.0%,3.814,19,3,,1,2,,,,,,,,,,,3
Education,Curriculum and Instruction, 233,002,"Daroszeski,Amy Lyn",25,23,92.0%,3.103,7,5,1,2,3,2,,1,,,2,,1,,,
Education,Curriculum and Instruction, 233,003,"Harris,Robin Jean",25,25,100.0%,3.573,17,,1,6,,,,,,,,1,,,,
Education,Curriculum and Instruction, 233,294,"Barth Walczak,Laurie L",25,22,88.0%,3.228,8,3,2,4,2,1,,1,,,,1,2,,,
Education,Curriculum and Instruction, 233,295,"Barth Walczak,Laurie L",18,16,88.9%,2.584,4,3,,4,,1,,,,,,4,,,,
Education,Curriculum and Instruction, 233,Course Total,Course Total,121,114,94.2%,3.319,55,14,4,17,7,4,,2,,,2,6,3,,,3
Education,Curriculum and Instruction, 234,001,"Salamati,Cynthia Jean",25,24,96.0%,3.125,2,3,5,8,4,2,,,,,,,,,,
Education,Curriculum and Instruction, 234,002,"Salamati,Cynthia Jean",25,24,96.0%,3.138,1,5,9,3,1,4,1,,,,,,1,,,
Education,Curriculum and Instruction, 234,003,"Salamati,Cynthia Jean",25,25,100.0%,3.266,7,6,5,2,,3,1,,,,,1,,,,
Education,Curriculum and Instruction, 234,Course Total,Course Total,75,73,97.3%,3.178,10,14,19,13,5,9,2,,,,,1,1,,,
Education,Curriculum and Instruction, 240,401,"Sedivy,Lynn Sara",42,40,95.2%,3.693,25,10,,1,3,,,,,,,1,1,,,
Education,Curriculum and Instruction, 240,Course Total,Course Total,42,40,95.2%,3.693,25,10,,1,3,,,,,,,1,1,,,
Education,Curriculum and Instruction, 300,001,"Gutowski,Amy L",23,20,87.0%,3.251,4,5,4,,5,1,,1,,,,,2,,,
Education,Curriculum and Instruction, 300,002,"Hessel,Angela T",22,21,95.5%,3.238,6,5,3,2,1,3,,,,,,1,,,,
Education,Curriculum and Instruction, 300,003,"Hessel,Angela T",21,20,95.2%,2.947,4,3,2,1,3,4,,,,2,,,1,,,1
Education,Curriculum and Instruction, 300,Course Total,Course Total,66,61,92.4%,3.150,14,13,9,3,9,8,,1,,2,,1,3,,,1
Education,Curriculum and Instruction, 301,291,"Kucharski,Laura J",30,29,96.7%,2.954,5,5,4,6,3,2,1,,1,,,2,,,,
Education,Curriculum and Instruction, 301,Course Total,Course Total,30,29,96.7%,2.954,5,5,4,6,3,2,1,,1,,,2,,,,
Education,Curriculum and Instruction, 302,001,"Osvatic,Anita Zrinka",30,28,93.3%,3.524,10,7,5,3,2,,1,,,,,,1,,,
Education,Curriculum and Instruction, 302,Course Total,Course Total,30,28,93.3%,3.524,10,7,5,3,2,,1,,,,,,1,,,
Education,Curriculum and Instruction, 306,101,"Husbye,Nicholas Edward",24,22,91.7%,3.955,21,,,1,,,,,,,,,1,,,
Education,Curriculum and Instruction, 306,102,"Lize,Kristine M",16,15,93.8%,2.999,4,1,5,1,1,1,,,,,1,1,1,,,
Education,Curriculum and Instruction, 306,Course Total,Course Total,40,37,92.5%,3.567,25,1,5,2,1,1,,,,,1,1,2,,,
Education,Curriculum and Instruction, 307,101,"Serebin,Tara Hofmann",14,14,100.0%,4.000,14,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 307,102,"Serebin,Tara Hofmann",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 307,Course Total,Course Total,20,20,100.0%,4.000,20,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 312,001,"File,Nancy K",23,23,100.0%,3.305,5,7,4,2,1,2,1,1,,,,,,,,
Education,Curriculum and Instruction, 312,002,"Smith,Elizabeth Sarah",26,24,92.3%,3.153,10,1,3,5,2,,,1,,,,2,2,,,
Education,Curriculum and Instruction, 312,Course Total,Course Total,49,47,95.9%,3.227,15,8,7,7,3,2,1,2,,,,2,2,,,
Education,Curriculum and Instruction, 323,001,"Williamson,JoAnne M",20,20,100.0%,3.934,18,1,,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 323,002,"DeRose,John Joseph",24,24,100.0%,3.652,12,2,7,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 323,003,"Hawkins,Jeffrey M",7,7,100.0%,3.666,3,1,3,,,,,,,,,,,,,
Education,Curriculum and Instruction, 323,Course Total,Course Total,51,51,100.0%,3.764,33,4,10,4,,,,,,,,,,,,
Education,Curriculum and Instruction, 327,001,"Posnanski,Tracy John",21,21,100.0%,3.666,11,2,5,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 327,Course Total,Course Total,21,21,100.0%,3.666,11,2,5,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 328,001,"Berg,Craig A",21,20,95.2%,3.456,10,3,3,,1,,1,,,,,1,1,,,1
Education,Curriculum and Instruction, 328,Course Total,Course Total,21,20,95.2%,3.456,10,3,3,,1,,1,,,,,1,1,,,1
Education,Curriculum and Instruction, 330,001,"Hedges,Melissa E",10,10,100.0%,3.600,4,2,2,2,,,,,,,,,,,,
Education,Curriculum and Instruction, 330,002,"Hedges,Melissa E",14,14,100.0%,3.487,9,,,1,,1,2,,,,,,,,,1
Education,Curriculum and Instruction, 330,Course Total,Course Total,24,24,100.0%,3.536,13,2,2,3,,1,2,,,,,,,,,1
Education,Curriculum and Instruction, 331,001,"Cutter,Elizabeth M",25,24,96.0%,3.694,14,2,4,4,,,,,,,,,,,,
Education,Curriculum and Instruction, 331,002,"Robinson,Danielle Katheryn",17,16,94.1%,2.521,3,,2,4,2,1,1,,,,,3,1,,,
Education,Curriculum and Instruction, 331,Course Total,Course Total,42,40,95.2%,3.225,17,2,6,8,2,1,1,,,,,3,1,,,
Education,Curriculum and Instruction, 332,001,"Cutter,Elizabeth M",21,21,100.0%,3.636,7,8,3,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 332,Course Total,Course Total,21,21,100.0%,3.636,7,8,3,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 338,001,"Sandrin,Rochelle Rae",27,27,100.0%,3.815,25,,,1,,,,,,,,1,,,,
Education,Curriculum and Instruction, 338,Course Total,Course Total,27,27,100.0%,3.815,25,,,1,,,,,,,,1,,,,
Education,Curriculum and Instruction, 340,401,"Osvatic,Anita Zrinka",27,25,92.6%,3.960,23,1,1,,,,,,,,,,1,,,
Education,Curriculum and Instruction, 340,Course Total,Course Total,27,25,92.6%,3.960,23,1,1,,,,,,,,,,1,,,
Education,Curriculum and Instruction, 375,291,"Johnson,Les Tyler",25,25,100.0%,3.814,22,2,,,,,,,,,,1,,,,
Education,Curriculum and Instruction, 375,Course Total,Course Total,25,25,100.0%,3.814,22,2,,,,,,,,,,1,,,,
Education,Curriculum and Instruction, 376,001,"Hessel,Angela T",16,15,93.8%,,,,,,,,,,,,,,,15,,
Education,Curriculum and Instruction, 376,Course Total,Course Total,16,15,93.8%,,,,,,,,,,,,,,,15,,
Education,Curriculum and Instruction, 377,001,"Lize,Kristine M",14,14,100.0%,,,,,,,,,,,,,,,14,,
Education,Curriculum and Instruction, 377,002,"Lize,Kristine M",20,19,95.0%,,,,,,,,,,,,,,1,16,1,2
Education,Curriculum and Instruction, 377,Course Total,Course Total,34,33,97.1%,,,,,,,,,,,,,,1,30,1,2
Education,Curriculum and Instruction, 406,101,"Brownson,Jennifer Marie",25,25,100.0%,3.720,20,2,,,1,,1,,,1,,,,,,
Education,Curriculum and Instruction, 406,Course Total,Course Total,25,25,100.0%,3.720,20,2,,,1,,1,,,1,,,,,,
Education,Curriculum and Instruction, 407,101,,16,15,93.8%,3.801,11,2,,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 407,Course Total,Course Total,16,15,93.8%,3.801,11,2,,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 415,001,"Koren,Michael R",7,7,100.0%,3.143,2,1,2,,1,,,,,1,,,,,,
Education,Curriculum and Instruction, 415,Course Total,Course Total,7,7,100.0%,3.143,2,1,2,,1,,,,,1,,,,,,
Education,Curriculum and Instruction, 438,001,"Joseph,Tatiana",9,9,100.0%,3.908,4,1,,,,,,,,,,,,,,4
Education,Curriculum and Instruction, 438,Course Total,Course Total,9,9,100.0%,3.908,4,1,,,,,,,,,,,,,,4
Education,Curriculum and Instruction, 440,401,,16,16,100.0%,3.771,12,2,1,,,,,1,,,,,,,,
Education,Curriculum and Instruction, 440,Course Total,Course Total,16,16,100.0%,3.771,12,2,1,,,,,1,,,,,,,,
Education,Curriculum and Instruction, 443,001,"Joseph,Tatiana",7,6,85.7%,3.833,4,1,1,,,,,,,,,,1,,,
Education,Curriculum and Instruction, 443,Course Total,Course Total,7,6,85.7%,3.833,4,1,1,,,,,,,,,,1,,,
Education,Curriculum and Instruction, 444,001,"Joseph,Tatiana",9,9,100.0%,3.967,6,1,,,,,,,,,,,,,,2
Education,Curriculum and Instruction, 444,Course Total,Course Total,9,9,100.0%,3.967,6,1,,,,,,,,,,,,,,2
Education,Curriculum and Instruction, 445,002,"Joseph,Tatiana",7,7,100.0%,3.777,4,,2,,,,,,,,,,,,,1
Education,Curriculum and Instruction, 445,Course Total,Course Total,7,7,100.0%,3.777,4,,2,,,,,,,,,,,,,1
Education,Curriculum and Instruction, 471,001,"Hessel,Angela T",15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 471,Course Total,Course Total,15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 499,003,"Berg,Craig A",8,7,87.5%,4.000,6,,,,,,,,,,,,1,,,1
Education,Curriculum and Instruction, 499,Course Total,Course Total,8,7,87.5%,4.000,6,,,,,,,,,,,,1,,,1
Education,Curriculum and Instruction, 501,001,"Stone,Mary B",26,25,96.2%,3.880,19,4,1,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 501,002,"Sedivy,Lynn Sara",22,22,100.0%,3.530,9,6,2,2,,3,,,,,,,,,,
Education,Curriculum and Instruction, 501,Course Total,Course Total,48,47,97.9%,3.717,28,10,3,3,,3,,,,,,,,,,
Education,Curriculum and Instruction, 502,001,"Evans,Leanne Mary",29,27,93.1%,3.757,14,6,5,1,,,,,,,,,1,,,1
Education,Curriculum and Instruction, 502,Course Total,Course Total,29,27,93.1%,3.757,14,6,5,1,,,,,,,,,1,,,1
Education,Curriculum and Instruction, 504,001,"Gwiazdowski,Christine A",20,20,100.0%,3.401,10,5,2,1,,,,,,,,2,,,,
Education,Curriculum and Instruction, 504,Course Total,Course Total,20,20,100.0%,3.401,10,5,2,1,,,,,,,,2,,,,
Education,Curriculum and Instruction, 510,001,"Sonnenberg,Barbara A",14,14,100.0%,3.929,11,3,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 510,002,"Berg,Craig A",21,21,100.0%,3.953,18,3,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 510,Course Total,Course Total,35,35,100.0%,3.939,29,6,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 511,001,"Sullivan,Carrie A",25,25,100.0%,3.600,22,,,,,,,,,2,,1,,,,
Education,Curriculum and Instruction, 511,Course Total,Course Total,25,25,100.0%,3.600,22,,,,,,,,,2,,1,,,,
Education,Curriculum and Instruction, 512,001,"Castellon,Jesus",25,25,100.0%,3.720,16,4,2,2,,,,1,,,,,,,,
Education,Curriculum and Instruction, 512,Course Total,Course Total,25,25,100.0%,3.720,16,4,2,2,,,,1,,,,,,,,
Education,Curriculum and Instruction, 516,003,"Sonnenberg,Barbara A",12,12,100.0%,3.918,9,3,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 516,004,"Berg,Craig A",18,18,100.0%,3.631,11,5,,1,,,,,,,,1,,,,
Education,Curriculum and Instruction, 516,Course Total,Course Total,30,30,100.0%,3.782,20,8,,1,,,,,,,,1,,,,
Education,Curriculum and Instruction, 519,001,"Berg,Craig A",18,18,100.0%,3.902,16,,,,,1,,,,,,,,,,1
Education,Curriculum and Instruction, 519,Course Total,Course Total,18,18,100.0%,3.902,16,,,,,1,,,,,,,,,,1
Education,Curriculum and Instruction, 534,001,"Giese,Nicole Kristin",30,29,96.7%,3.748,14,10,3,2,,,,,,,,,,,,
Education,Curriculum and Instruction, 534,Course Total,Course Total,30,29,96.7%,3.748,14,10,3,2,,,,,,,,,,,,
Education,Curriculum and Instruction, 536,101,"Husbye,Nicholas Edward",23,22,95.7%,3.955,21,,,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 536,102,"Lize,Kristine M",16,15,93.8%,2.999,4,1,5,1,1,1,,,,,1,1,1,,,
Education,Curriculum and Instruction, 536,Course Total,Course Total,39,37,94.9%,3.567,25,1,5,2,1,1,,,,,1,1,1,,,
Education,Curriculum and Instruction, 537,001,"Husbye,Nicholas Edward",20,20,100.0%,4.000,20,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 537,Course Total,Course Total,20,20,100.0%,4.000,20,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 538,001,"Schraeder,Christopher A",25,25,100.0%,3.908,18,7,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 538,Course Total,Course Total,25,25,100.0%,3.908,18,7,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 540,401,"Gwiazdowski,Christine A",28,28,100.0%,3.722,18,1,6,2,,,1,,,,,,,,,
Education,Curriculum and Instruction, 540,Course Total,Course Total,28,28,100.0%,3.722,18,1,6,2,,,1,,,,,,,,,
Education,Curriculum and Instruction, 541,001,"Schoenbeck,Jon Steven",22,21,95.5%,3.683,8,8,4,,1,,,,,,,,,,,
Education,Curriculum and Instruction, 541,002,"Sedivy,Lynn Sara",10,10,100.0%,3.901,7,3,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 541,003,"Rivas,Robin Adele",29,29,100.0%,3.954,26,2,1,,,,,,,,,,,,,
Education,Curriculum and Instruction, 541,Course Total,Course Total,61,60,98.4%,3.851,41,13,5,,1,,,,,,,,,,,
Education,Curriculum and Instruction, 542,001,"Joseph,Tatiana",26,26,100.0%,3.494,15,4,1,2,,,,2,,,,1,,,,1
Education,Curriculum and Instruction, 542,Course Total,Course Total,26,26,100.0%,3.494,15,4,1,2,,,,2,,,,1,,,,1
Education,Curriculum and Instruction, 545,001,"Doerr-Stevens,Candance M",25,25,100.0%,3.594,11,4,3,3,1,1,,,,,,,,,,2
Education,Curriculum and Instruction, 545,292,"Doerr-Stevens,Candance M",29,29,100.0%,3.507,9,10,3,4,,,,,,,,1,,,,2
Education,Curriculum and Instruction, 545,Course Total,Course Total,54,54,100.0%,3.547,20,14,6,7,1,1,,,,,,1,,,,4
Education,Curriculum and Instruction, 546,002,"Romero,Kimberly Ann",24,24,100.0%,3.931,21,2,,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 546,Course Total,Course Total,24,24,100.0%,3.931,21,2,,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 556,001,"Brownson,Jennifer Marie",32,31,96.9%,3.753,25,1,3,,1,,,,,,,1,,,,
Education,Curriculum and Instruction, 556,Course Total,Course Total,32,31,96.9%,3.753,25,1,3,,1,,,,,,,1,,,,
Education,Curriculum and Instruction, 557,001,"Peters,Christie A",20,20,100.0%,3.884,18,,,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 557,Course Total,Course Total,20,20,100.0%,3.884,18,,,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 558,001,"Brownson,Jennifer Marie",25,25,100.0%,3.787,17,3,3,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 558,Course Total,Course Total,25,25,100.0%,3.787,17,3,3,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 585,291,"Stoddard,Angela Jean",11,10,90.9%,3.467,6,2,1,,,,,,,,,1,,,,
Education,Curriculum and Instruction, 585,Course Total,Course Total,11,10,90.9%,3.467,6,2,1,,,,,,,,,1,,,,
Education,Curriculum and Instruction, 601,001,"Smith,Elizabeth Sarah",33,32,97.0%,3.959,28,4,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 601,Course Total,Course Total,33,32,97.0%,3.959,28,4,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 612,001,"Bartlett,Margaret",15,15,100.0%,3.487,4,2,3,4,,,,,,,,,,,,2
Education,Curriculum and Instruction, 612,Course Total,Course Total,15,15,100.0%,3.487,4,2,3,4,,,,,,,,,,,,2
Education,Curriculum and Instruction, 637,001,"Falk,Erin K",7,7,100.0%,3.857,6,,,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 637,Course Total,Course Total,7,7,100.0%,3.857,6,,,1,,,,,,,,,,,,
Education,Curriculum and Instruction, 640,001,"Smith,Elizabeth Sarah",32,31,96.9%,3.768,20,4,3,1,2,,,,,,,,,,,1
Education,Curriculum and Instruction, 640,Course Total,Course Total,32,31,96.9%,3.768,20,4,3,1,2,,,,,,,,,,,1
Education,Curriculum and Instruction, 643,001,"Habeck,Tania C",11,11,100.0%,3.800,7,1,1,1,,,,,,,,,,,,1
Education,Curriculum and Instruction, 643,Course Total,Course Total,11,11,100.0%,3.800,7,1,1,1,,,,,,,,,,,,1
Education,Curriculum and Instruction, 650,291,"Scott,Thomas L",30,28,93.3%,2.953,12,3,,3,2,2,2,,,,1,3,1,,,
Education,Curriculum and Instruction, 650,Course Total,Course Total,30,28,93.3%,2.953,12,3,,3,2,2,2,,,,1,3,1,,,
Education,Curriculum and Instruction, 651,001,"Gwiazdowski,Christine A",21,21,100.0%,3.715,15,4,1,,,,,,,,,1,,,,
Education,Curriculum and Instruction, 651,002,"Osvatic,Anita Zrinka",11,11,100.0%,3.637,5,3,1,1,1,,,,,,,,,,,
Education,Curriculum and Instruction, 651,Course Total,Course Total,32,32,100.0%,3.688,20,7,2,1,1,,,,,,,1,,,,
Education,Curriculum and Instruction, 658,001,"Sonnenberg,Barbara A",15,15,100.0%,3.666,9,,3,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 658,Course Total,Course Total,15,15,100.0%,3.666,9,,3,3,,,,,,,,,,,,
Education,Curriculum and Instruction, 659,001,"Hussa,Jennifer Ann",24,23,95.8%,3.485,9,6,3,2,1,,,,,,,1,1,,,1
Education,Curriculum and Instruction, 659,Course Total,Course Total,24,23,95.8%,3.485,9,6,3,2,1,,,,,,,1,1,,,1
Education,Curriculum and Instruction, 700,005,"Habeck,Tania C",9,9,100.0%,4.000,7,,,,,,,,,,,,,,,2
Education,Curriculum and Instruction, 700,Course Total,Course Total,9,9,100.0%,4.000,7,,,,,,,,,,,,,,,2
Education,Curriculum and Instruction, 714,291,"Scolavino,Raymond A",14,14,100.0%,4.000,14,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 714,Course Total,Course Total,14,14,100.0%,4.000,14,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 715,291,"Friis,Michael Thomas",20,20,100.0%,3.900,19,,,,,,1,,,,,,,,,
Education,Curriculum and Instruction, 715,Course Total,Course Total,20,20,100.0%,3.900,19,,,,,,1,,,,,,,,,
Education,Curriculum and Instruction, 716,292,"Scolavino,Raymond A",20,20,100.0%,3.900,19,,,,,,1,,,,,,,,,
Education,Curriculum and Instruction, 716,Course Total,Course Total,20,20,100.0%,3.900,19,,,,,,1,,,,,,,,,
Education,Curriculum and Instruction, 729,001,"Hawkins,Jeffrey M",16,16,100.0%,3.833,11,2,3,,,,,,,,,,,,,
Education,Curriculum and Instruction, 729,Course Total,Course Total,16,16,100.0%,3.833,11,2,3,,,,,,,,,,,,,
Education,Curriculum and Instruction, 730,101,"Huinker,DeAnn M",6,5,83.3%,3.800,3,1,1,,,,,,,,,,,,,
Education,Curriculum and Instruction, 730,Course Total,Course Total,6,5,83.3%,3.800,3,1,1,,,,,,,,,,,,,
Education,Curriculum and Instruction, 747,291,"Habeck,Tania C",14,11,78.6%,4.000,9,,,,,,,,,,,,,,,2
Education,Curriculum and Instruction, 747,Course Total,Course Total,14,11,78.6%,4.000,9,,,,,,,,,,,,,,,2
Education,Curriculum and Instruction, 799,005,"Habeck,Tania C",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 799,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Education,Curriculum and Instruction, 870,101,"Berg,Craig A",24,24,100.0%,,,,,,,,,,,,,,,,,24
Education,Curriculum and Instruction, 870,Course Total,Course Total,24,24,100.0%,,,,,,,,,,,,,,,,,24
Education,Educ Policy/Community Studies, 111,001,"Logan,James Alfred",20,17,85.0%,3.711,2,14,,,,,,,,,,,1,,,1
Education,Educ Policy/Community Studies, 111,Course Total,Course Total,20,17,85.0%,3.711,2,14,,,,,,,,,,,1,,,1
Education,Educ Policy/Community Studies, 112,001,"Fehrman,Darwyn Lee",15,15,100.0%,4.000,14,,,,,,,,,,,,,,,1
Education,Educ Policy/Community Studies, 112,292,"Swaminathan,Rajeswari",25,22,88.0%,3.100,13,1,1,1,,,,,,,,4,1,,,2
Education,Educ Policy/Community Studies, 112,Course Total,Course Total,40,37,92.5%,3.471,27,1,1,1,,,,,,,,4,1,,,3
Education,Educ Policy/Community Studies, 113,001,"Williams,Agnes V",18,17,94.4%,3.157,6,2,2,3,1,,2,,,,,1,,,,
Education,Educ Policy/Community Studies, 113,002,"Rush,Roderick R",28,26,92.9%,3.564,7,8,8,2,1,,,,,,,,1,,,
Education,Educ Policy/Community Studies, 113,003,"Johnson,Florence L",16,16,100.0%,3.800,11,2,1,,,1,,,,,,,,,,1
Education,Educ Policy/Community Studies, 113,Course Total,Course Total,62,59,95.2%,3.506,24,12,11,5,2,1,2,,,,,1,1,,,1
Education,Educ Policy/Community Studies, 114,002,"Williams,Gary L",16,13,81.3%,2.668,,1,,3,5,2,2,,,,,,,,,
Education,Educ Policy/Community Studies, 114,Course Total,Course Total,16,13,81.3%,2.668,,1,,3,5,2,2,,,,,,,,,
Education,Educ Policy/Community Studies, 203,291,"Farmer-Hinton,Raquel L",22,19,86.4%,2.392,6,2,1,2,,,,,,,,6,,,,2
Education,Educ Policy/Community Studies, 203,Course Total,Course Total,22,19,86.4%,2.392,6,2,1,2,,,,,,,,6,,,,2
Education,Educ Policy/Community Studies, 302,103,"Robinson,Jane A",9,7,77.8%,3.333,5,,,,,,,,,,,1,1,,,1
Education,Educ Policy/Community Studies, 302,291,"Robinson,Jane A",12,10,83.3%,2.741,3,1,1,1,1,,,,,,,2,1,,,1
Education,Educ Policy/Community Studies, 302,Course Total,Course Total,21,17,81.0%,2.978,8,1,1,1,1,,,,,,,3,2,,,2
Education,Educ Policy/Community Studies, 315,001,"Marks,Laurie A",20,19,95.0%,3.579,12,2,2,,,,3,,,,,,,,,
Education,Educ Policy/Community Studies, 315,002,"Trager,Benjamin William",6,5,83.3%,3.734,2,2,1,,,,,,,,,,,,,
Education,Educ Policy/Community Studies, 315,Course Total,Course Total,26,24,92.3%,3.591,14,4,3,,,,3,,,,,,,,,
Education,Educ Policy/Community Studies, 375,001,"Troiano,Aaria B",26,26,100.0%,2.886,3,8,3,3,4,1,,1,,,,3,,,,
Education,Educ Policy/Community Studies, 375,002,"Troiano,Aaria B",30,29,96.7%,2.864,2,4,7,7,1,2,,,1,1,1,1,1,,,2
Education,Educ Policy/Community Studies, 375,003,"Johnson,Florence L",30,29,96.7%,3.977,27,2,,,,,,,,,,,,,,
